ST,NP,BDSP,BLD,RMSP,TEN,VEH,YBL,FINCP,FPARC,HHL,MV,NOC
27,02,03,02,05,2,2,07,000065000,4,3,4,00
06,02,03,02,05,2,2,06,000030500,4,1,6,00
36,04,02,09,04,1,0,03,000023800,2,3,4,01
26,01,,,,,,,,,,,
53,01,04,02,11,2,0,05,,,1,6,00
12,00,02,08,03,,,03,,,,,
49,02,03,02,08,2,4,05,000325000,4,1,7,00
32,00,00,09,01,,,01,,,,,
13,00,03,02,06,,,04,,,,,
26,03,04,02,09,2,3,01,000186600,4,1,5,00
26,02,03,01,06,2,1,07,000039600,4,1,4,00
19,02,02,08,04,3,1,04,,,1,1,00
26,04,02,02,05,4,1,02,000055400,3,1,5,03
12,00,04,01,07,,,08,,,,,
25,01,01,09,02,3,0,05,,,1,5,00
32,04,03,02,05,2,3,08,000113700,2,1,3,02
41,01,03,02,05,2,1,05,,,1,5,00
09,01,01,08,02,3,1,05,,,1,1,00
13,02,03,01,05,2,2,06,000086000,4,1,5,00
13,02,02,09,05,3,2,07,,,1,2,00
36,01,,,,,,,,,,,
26,02,03,02,07,2,2,08,000038600,4,1,4,00
08,03,03,02,07,1,2,09,000080000,2,1,4,01
25,01,,,,,,,,,,,
36,01,04,02,07,2,1,04,,,1,7,00
51,02,04,02,08,1,3,07,000092000,4,1,4,00
36,01,03,02,05,1,1,04,,,1,6,00
26,04,04,02,08,1,2,10,000040520,2,5,3,01
06,03,02,03,04,3,1,06,000035000,2,1,2,02
18,04,03,02,06,1,2,05,000057000,3,1,3,02
48,03,02,02,05,4,1,01,000035200,4,2,7,00
06,04,05,02,08,1,2,08,000105000,2,2,4,01
22,05,03,02,07,1,2,05,000113000,3,2,3,03
12,01,03,02,05,3,1,09,,,1,3,00
34,02,02,03,05,3,0,01,000008900,4,2,1,00
22,01,02,05,05,4,1,06,,,1,4,00
36,04,05,02,08,1,3,03,000303500,2,2,6,01
37,04,03,02,05,3,1,01,000013500,2,1,3,03
22,02,03,02,08,2,3,05,000149000,4,1,3,00
24,05,05,02,06,3,1,07,000000500,3,2,3,03
29,01,02,02,05,2,2,05,,,1,7,00
55,01,03,02,05,2,1,03,,,1,7,00
36,02,03,01,06,2,2,08,000029500,4,1,4,00
12,02,03,03,04,1,2,05,000033000,4,2,3,00
12,02,02,02,05,3,1,06,000006000,2,1,2,01
21,02,02,04,07,3,1,03,000087000,4,2,1,00
36,02,02,05,07,3,0,02,000009600,4,2,3,00
42,01,03,02,07,2,0,02,,,1,7,00
51,03,03,03,05,3,1,06,000028000,2,2,1,01
39,01,04,02,08,2,1,06,,,1,5,00
42,02,03,02,08,2,2,04,000127730,4,1,7,00
37,02,03,02,09,1,1,13,000150000,4,1,1,00
29,03,04,02,10,1,3,08,000097500,4,1,4,00
40,04,03,02,04,2,1,06,000090500,3,1,7,02
27,05,04,02,08,1,2,08,000060000,2,1,1,03
36,02,04,02,09,2,2,04,000087300,4,1,7,00
06,04,01,02,02,2,3,02,000006900,2,1,1,02
48,01,01,06,04,3,2,05,,,1,4,00
51,02,05,02,09,3,0,03,000058200,4,3,6,00
09,00,01,02,04,,,04,,,,,
53,01,02,06,04,2,1,05,,,1,6,00
48,01,01,06,03,3,1,08,,,1,4,00
48,02,03,02,07,2,2,06,000038700,4,1,5,00
04,02,03,02,06,1,1,05,,,2,5,00
26,02,04,02,08,1,2,03,000071460,4,1,3,00
27,01,,,,,,,,,,,
05,01,03,02,04,2,1,05,,,1,6,00
39,01,02,02,05,2,1,04,,,1,7,00
01,04,03,02,07,1,3,06,000055000,3,1,4,02
13,04,04,02,07,3,2,09,000030000,3,4,2,02
53,06,04,01,05,2,2,08,000036000,3,1,4,04
29,02,04,02,12,1,4,06,000055300,4,1,7,00
42,01,03,03,06,3,0,01,,,1,3,00
26,01,,,,,,,,,,,
06,02,03,02,10,2,3,02,000054000,4,1,3,00
49,03,05,02,11,2,4,07,000093600,4,1,5,00
06,02,03,02,05,3,1,04,000025370,4,1,5,00
13,01,02,02,04,3,0,01,,,1,3,00
48,04,04,02,09,1,6,05,000175100,4,1,7,00
55,01,,,,,,,,,,,
48,01,03,02,05,2,1,07,,,1,5,00
30,06,03,01,05,2,2,05,000088500,2,1,3,03
12,06,04,02,05,1,2,08,000044000,3,3,4,03
38,00,02,02,04,,,01,,,,,
21,01,02,04,04,3,1,08,,,1,3,00
13,02,05,02,11,1,2,06,000048000,4,1,4,00
47,01,,,,,,,,,,,
36,02,03,02,06,1,3,06,000070000,4,1,7,00
12,01,,,,,,,,,,,
17,03,03,02,05,1,2,08,000053000,2,1,4,02
53,02,04,02,06,2,1,08,000066100,4,1,3,00
06,02,03,02,04,1,3,07,000125000,4,4,5,00
01,00,01,06,04,,,06,,,,,
34,01,01,08,04,3,0,06,,,1,3,00
42,02,03,02,09,2,1,01,000044600,4,1,7,00
20,02,03,02,07,2,2,06,000100000,4,1,5,00
53,03,10,02,11,1,2,05,000121500,2,1,3,01
36,01,02,03,03,2,2,14,,,1,3,00
37,05,03,02,07,3,2,01,000086230,2,1,5,01
06,04,03,05,06,1,2,01,000208000,3,2,3,02
24,02,04,03,08,3,1,06,,,1,4,00
12,01,,,,,,,,,,,
25,02,03,02,05,1,3,08,000151500,4,1,5,00
34,04,03,02,07,1,4,06,000088300,4,2,4,00
42,03,04,02,11,1,3,05,000083000,4,1,6,00
48,04,02,02,05,3,1,05,000057000,2,2,3,02
36,03,02,09,04,1,3,03,000207000,4,1,6,00
36,02,01,02,04,1,1,01,000037500,4,1,7,00
27,02,03,02,12,1,3,05,000035800,4,1,6,00
47,05,04,02,07,1,3,08,000161000,4,1,4,00
06,02,03,03,06,1,2,10,000074000,4,1,3,00
13,02,05,02,10,2,3,03,000055750,4,1,7,00
22,00,03,02,06,,,03,,,,,
06,03,02,02,08,3,2,06,000210000,1,1,4,01
29,01,02,02,05,2,1,03,,,1,7,00
19,02,03,02,06,2,2,05,000045000,4,1,3,00
36,01,,,,,,,,,,,
51,02,03,02,05,1,2,07,000047000,4,1,5,00
30,00,03,01,06,,,04,,,,,
18,01,02,04,05,1,1,01,,,1,3,00
40,01,,,,,,,,,,,
24,03,03,03,05,1,3,02,000079000,4,1,5,00
06,01,02,09,04,3,1,06,,,3,3,00
47,02,03,02,07,2,3,05,000069100,4,1,3,00
35,01,02,01,04,2,0,08,,,2,3,00
39,04,04,02,09,1,1,04,000068000,2,3,5,03
45,02,03,02,07,2,1,01,000068100,4,1,7,00
36,04,04,02,09,1,2,04,000076000,2,1,4,02
37,05,03,02,06,1,3,08,000053400,3,1,4,03
12,00,00,01,01,,,07,,,,,
30,02,01,06,05,3,2,01,000047700,4,1,4,00
24,01,03,02,05,2,3,03,,,1,7,00
42,02,03,02,06,2,2,02,000119000,4,1,5,00
39,03,02,02,06,3,1,06,000013000,2,1,1,00
06,01,,,,,,,,,,,
36,02,05,02,10,1,1,01,000637000,4,1,2,00
17,02,01,08,02,3,2,01,000067000,4,1,1,00
06,01,02,06,05,1,1,06,,,1,3,00
06,02,02,03,04,2,1,05,000043000,4,1,1,00
08,04,03,02,04,1,4,03,000050000,3,1,2,02
51,02,04,03,08,2,2,07,000080060,4,1,5,00
34,01,03,02,06,2,1,01,,,1,7,00
47,02,02,04,05,3,1,05,000003200,2,1,3,01
29,04,05,02,10,1,4,08,000063000,1,1,3,02
48,01,03,02,05,2,1,03,,,2,6,00
30,02,02,02,04,2,2,03,000025000,4,1,3,00
34,00,03,02,06,,,05,,,,,
55,04,03,02,07,2,3,07,000088700,2,1,5,02
27,03,02,04,07,3,1,01,000035180,4,1,5,00
21,01,04,02,10,2,1,04,,,1,7,00
39,00,00,09,01,,,04,,,,,
50,00,03,05,05,,,05,,,,,
17,02,02,07,06,3,1,07,000026500,2,1,3,01
53,03,03,02,06,1,2,02,000144000,4,1,6,00
48,02,04,02,08,2,1,04,000122000,2,1,5,01
55,03,02,02,06,2,2,01,000103000,1,1,4,01
01,06,05,02,08,3,5,06,000072400,2,1,3,03
36,01,03,02,06,2,1,01,,,1,6,00
42,01,,,,,,,,,,,
53,02,02,01,04,3,2,05,000012700,4,1,3,00
17,03,04,04,09,1,2,02,000100100,4,1,6,00
26,03,02,02,03,1,2,05,000052000,2,1,5,01
29,04,05,02,13,1,5,10,000157600,2,1,3,01
41,10,10,02,18,1,3,06,000134230,2,1,5,03
06,03,04,02,07,1,4,04,,,1,4,00
17,01,02,03,07,2,1,03,,,2,6,00
04,02,03,02,05,2,2,07,000020500,4,2,5,00
32,02,03,02,05,2,2,07,000165000,4,1,5,00
12,01,02,02,06,3,1,02,,,1,2,00
48,02,01,02,04,2,2,14,000072000,4,1,3,00
39,02,03,02,05,1,5,06,000062000,4,1,5,00
55,03,03,02,09,1,3,09,000131000,4,1,4,00
53,01,01,02,03,3,1,01,,,1,1,00
06,05,04,02,06,1,2,04,000110000,3,1,1,03
17,02,03,02,07,1,2,05,000052900,4,1,7,00
12,01,,,,,,,,,,,
36,02,01,05,02,3,0,01,000016000,4,4,3,00
06,02,04,02,07,1,2,05,000086300,4,1,7,00
51,01,,,,,,,,,,,
02,01,,,,,,,,,,,
47,00,02,01,03,,,08,,,,,
12,00,01,02,03,,,03,,,,,
32,02,01,07,04,3,1,07,000039004,4,1,3,00
34,01,,,,,,,,,,,
42,01,,,,,,,,,,,
12,04,02,02,04,3,2,05,000035000,1,5,1,02
29,06,02,02,04,1,1,02,000058800,3,2,3,02
47,01,02,02,05,3,1,05,,,1,3,00
22,00,03,01,05,,,05,,,,,
17,02,04,02,11,2,2,07,000112000,4,1,5,00
06,00,03,02,05,,,03,,,,,
06,02,03,02,05,4,1,03,000013200,4,1,6,00
22,01,01,06,03,3,1,05,,,1,3,00
25,01,,,,,,,,,,,
55,00,02,02,05,,,07,,,,,
34,05,03,02,07,1,2,03,000176000,3,1,4,03
26,01,,,,,,,,,,,
42,02,05,02,22,2,2,04,000157100,4,1,5,00
32,01,02,06,04,3,0,07,,,1,1,00
34,05,04,02,07,1,4,04,000055400,2,1,5,01
24,04,05,02,10,1,3,02,000266880,2,1,6,01
06,01,01,09,03,3,1,05,,,1,3,00
06,01,,,,,,,,,,,
49,06,06,02,08,1,2,08,000126000,3,1,3,04
01,04,03,02,04,2,3,05,000050000,2,1,5,02
29,02,03,02,07,2,2,07,000194000,4,1,5,00
48,01,02,02,06,2,1,04,,,1,7,00
13,01,03,02,05,1,1,06,,,1,7,00
47,01,02,02,06,1,1,02,,,1,5,00
31,01,,,,,,,,,,,
24,01,,,,,,,,,,,
32,02,02,09,08,3,1,13,,,1,1,00
47,02,03,02,05,1,3,08,,,1,4,00
51,02,03,02,07,2,3,05,000066100,4,1,7,00
12,06,04,02,10,2,4,04,000107100,2,1,7,00
32,07,04,02,09,1,2,11,000078100,3,1,2,05
55,00,01,02,02,,,07,,,,,
48,02,04,02,06,3,2,08,000053000,4,4,4,00
12,00,03,02,05,,,07,,,,,
39,03,02,09,04,3,2,05,000028300,2,5,1,01
22,02,02,02,10,2,2,01,000077900,4,1,7,00
20,01,03,01,06,2,2,07,,,1,5,00
48,00,02,06,04,,,06,,,,,
01,01,01,06,03,3,1,05,,,1,1,00
48,02,02,02,06,3,1,02,000027100,4,2,1,00
48,02,01,06,03,3,2,08,,,1,3,00
45,01,,,,,,,,,,,
12,01,03,01,05,2,0,05,,,1,4,00
13,00,01,05,03,,,03,,,,,
48,02,03,02,16,2,3,07,000221000,4,1,5,00
17,01,03,02,08,1,1,05,,,1,7,00
26,01,01,09,02,3,0,02,,,1,3,00
24,03,02,07,04,3,1,05,000022800,2,2,2,01
18,01,,,,,,,,,,,
27,01,03,02,07,3,0,02,,,1,4,00
48,02,04,02,05,2,2,03,000063000,4,2,7,00
40,03,03,02,05,1,2,09,000078000,2,1,4,01
12,01,,,,,,,,,,,
55,02,04,02,10,2,3,05,000164000,4,1,6,00
28,01,04,02,08,1,1,17,,,1,1,00
17,02,02,01,04,2,1,06,000009600,4,1,5,00
37,02,02,02,07,1,3,07,000097610,4,1,6,00
36,01,01,04,03,3,1,02,,,1,3,00
48,03,02,05,04,3,2,09,000045000,1,2,2,01
26,05,03,04,05,3,1,01,000026000,1,1,1,01
42,00,03,03,05,,,01,,,,,
06,03,03,09,07,3,2,08,000110000,2,3,2,01
36,02,03,02,06,2,2,05,000023500,4,1,7,00
42,01,,,,,,,,,,,
08,04,04,02,14,1,2,03,000336800,2,1,5,02
06,04,04,02,08,4,3,08,000034600,2,1,3,02
06,00,01,09,02,,,05,,,,,
12,00,02,09,03,,,08,,,,,
21,02,03,02,07,2,4,04,000042300,4,1,4,00
12,01,03,02,08,1,1,06,,,1,5,00
06,01,05,02,09,1,3,02,,,1,5,00
26,01,03,02,05,2,2,07,,,1,5,00
10,02,05,02,12,1,1,04,,,3,3,00
48,02,03,02,05,1,1,08,000016500,4,2,4,00
37,02,03,02,07,2,2,03,000217500,4,1,7,00
24,02,03,02,06,1,2,07,000142200,4,1,5,00
13,05,04,02,10,1,3,07,000117240,4,3,5,00
01,01,02,06,04,3,0,07,,,1,5,00
40,01,02,02,05,2,1,05,,,1,7,00
55,02,03,02,05,1,1,01,000072000,2,1,4,01
48,01,03,02,05,1,1,02,,,1,5,00
06,01,03,05,05,2,1,07,,,1,5,00
11,04,02,05,04,3,0,03,000000370,2,1,2,02
51,02,04,02,10,1,4,01,000055570,4,1,5,00
35,03,03,02,08,1,1,02,000137000,2,1,5,02
22,00,01,01,03,,,12,,,,,
36,02,04,02,07,1,2,06,000086000,4,1,6,00
36,01,01,08,03,3,0,01,,,2,5,00
13,00,02,02,04,,,02,,,,,
02,01,02,01,03,4,1,05,,,1,3,00
19,00,02,04,06,,,08,,,,,
42,07,04,02,07,3,2,06,000110000,2,1,2,05
36,02,02,04,05,3,0,01,000002100,1,1,1,01
09,03,04,02,12,1,3,01,000056100,4,1,6,00
13,04,03,02,04,1,2,08,000024000,2,3,4,01
36,01,,,,,,,,,,,
12,02,02,02,05,1,1,08,000097300,4,1,3,00
36,03,04,04,07,3,1,08,000042000,3,1,3,02
12,02,04,02,08,1,2,05,000051300,4,1,7,00
51,05,04,02,08,1,2,08,000180000,2,3,4,03
04,03,03,02,10,1,2,03,000080300,4,1,1,00
01,01,02,02,08,1,1,02,,,1,4,00
42,02,03,02,06,1,1,04,000080800,2,1,4,01
13,02,05,02,11,2,2,06,000087000,4,1,6,00
22,01,00,08,03,3,1,07,,,1,2,00
31,04,04,02,08,1,6,01,000095600,4,1,5,00
20,05,02,02,05,3,1,04,000028000,3,1,4,00
48,03,03,02,05,1,2,05,000111800,2,1,4,01
53,01,02,02,04,2,2,05,,,1,7,00
51,01,02,07,08,3,1,07,,,1,3,00
55,05,03,02,06,1,3,03,000022000,2,3,7,02
51,05,03,01,05,3,1,07,000089100,2,1,3,00
06,03,02,05,03,3,3,06,000071450,4,4,3,00
27,04,03,02,08,1,1,03,000176300,4,3,6,00
13,01,02,01,03,2,1,05,,,1,4,00
25,02,04,02,20,1,1,08,000034700,4,1,4,00
47,02,03,06,06,3,1,07,000003040,4,1,3,00
44,02,02,02,05,1,2,03,,,1,5,00
06,01,03,02,05,1,1,12,,,1,1,00
04,02,02,02,04,3,1,07,000018580,4,1,1,00
51,03,03,03,04,1,2,06,000048000,4,4,4,00
36,02,03,09,05,3,0,03,000009400,2,1,7,01
37,02,03,03,06,3,2,07,000049000,4,1,2,00
36,04,03,02,09,1,2,01,000180000,1,1,1,01
39,07,05,02,11,1,1,02,000045100,3,2,3,00
06,05,04,02,16,1,3,06,000074380,4,1,6,00
06,00,04,02,08,,,07,,,,,
46,02,05,02,08,1,2,05,000121410,4,1,6,00
42,03,02,03,06,1,2,06,000105060,2,1,6,01
13,03,03,02,07,2,1,07,000008300,4,2,1,00
42,02,03,02,07,1,2,03,000094900,4,1,5,00
42,01,01,06,03,3,1,03,,,1,1,00
02,03,03,02,04,2,2,07,000031600,2,1,5,01
11,02,03,03,06,2,1,01,000108200,4,1,7,00
47,02,02,01,04,3,3,05,000063000,4,1,5,00
36,05,04,02,07,1,2,02,000160200,2,3,5,02
37,03,03,01,06,1,3,06,000062000,4,1,5,00
31,05,04,02,06,2,5,02,000030000,2,1,4,03
36,05,03,03,06,1,2,01,000100000,4,3,3,00
32,02,03,02,07,2,4,07,000081000,4,1,3,00
41,04,04,02,06,3,1,08,000056000,2,2,3,01
13,04,03,01,04,4,1,05,000008700,2,1,4,00
48,02,03,02,10,2,3,04,000110000,4,1,5,00
47,01,02,02,05,3,1,06,,,1,3,00
42,01,,,,,,,,,,,
55,01,01,02,04,1,2,05,,,1,5,00
17,01,,,,,,,,,,,
48,01,01,07,04,3,1,05,,,1,3,00
29,00,02,06,04,,,05,,,,,
48,04,03,02,06,1,2,11,000117500,1,1,3,00
04,02,02,09,05,3,2,11,000053200,4,1,2,00
48,05,02,09,04,3,2,04,000023200,3,2,3,02
06,01,02,02,04,2,2,07,,,1,4,00
36,01,,,,,,,,,,,
55,02,03,02,09,2,2,05,000083000,4,1,7,00
40,02,03,02,06,1,1,01,000045000,4,1,3,00
48,01,02,02,07,2,1,05,,,1,7,00
19,00,03,02,07,,,01,,,,,
23,00,02,01,04,,,07,,,,,
39,00,01,09,02,,,05,,,,,
25,05,03,02,06,1,1,03,000075000,2,1,5,03
34,04,04,02,09,1,3,06,000156500,2,1,5,02
17,02,02,02,05,3,0,01,000012100,4,1,3,00
37,03,02,02,05,3,1,04,000074200,4,1,4,00
54,01,02,02,04,2,1,04,,,1,3,00
13,01,03,02,06,2,1,04,,,1,7,00
34,03,01,07,03,3,0,07,000056800,2,2,1,00
26,01,02,06,05,3,1,06,,,1,6,00
04,01,02,02,04,4,1,06,,,1,3,00
25,03,03,02,07,1,3,01,000267000,4,1,6,00
37,04,04,02,09,1,2,08,000160000,3,1,4,02
39,01,02,02,04,1,1,02,,,1,5,00
36,01,02,01,04,2,2,05,,,1,3,00
06,01,,,,,,,,,,,
32,02,00,09,01,3,0,05,000014600,4,1,1,00
17,02,03,02,07,1,2,07,000175200,4,1,4,00
06,01,,,,,,,,,,,
05,01,02,02,05,2,1,03,,,1,4,00
41,05,03,02,05,3,2,08,000037540,3,1,3,03
36,05,05,02,13,2,2,08,000135000,3,1,3,03
04,01,01,08,03,3,0,06,,,1,5,00
17,01,04,03,08,1,1,01,,,1,6,00
48,03,04,02,12,1,0,06,000101000,1,1,4,01
12,01,,,,,,,,,,,
08,03,05,02,11,1,3,05,000045000,2,1,3,02
04,03,01,04,03,3,2,03,000022400,2,1,4,01
42,02,04,02,08,2,2,11,000234500,4,1,4,00
06,02,03,02,06,2,1,03,000055600,4,1,7,00
37,02,03,02,06,2,3,06,000044500,4,1,7,00
39,00,03,02,06,,,01,,,,,
13,01,03,02,05,4,0,03,,,1,7,00
37,00,04,02,07,,,03,,,,,
06,02,03,02,04,4,2,06,000019300,4,4,5,00
39,01,,,,,,,,,,,
12,01,02,07,04,3,1,07,,,1,2,00
47,03,03,02,06,1,3,07,000078600,4,1,5,00
12,02,03,01,07,1,2,07,000073900,4,2,4,00
55,05,03,02,08,2,2,01,000060150,2,1,5,03
04,01,02,02,05,3,1,08,,,1,1,00
39,01,04,02,09,1,2,05,,,1,6,00
37,01,03,01,04,2,0,06,,,1,5,00
45,00,01,02,03,,,06,,,,,
16,02,02,02,05,1,1,03,000057700,4,1,5,00
39,02,03,02,07,2,2,03,000084000,4,1,7,00
12,04,04,02,06,3,1,11,000004500,3,1,1,03
55,00,03,02,05,,,05,,,,,
36,04,03,02,08,2,2,03,000148000,2,1,5,02
39,01,04,02,08,2,1,01,,,1,7,00
22,01,,,,,,,,,,,
42,01,02,02,06,2,1,04,,,1,5,00
06,04,03,02,04,1,2,08,000101000,2,1,5,02
45,02,04,02,08,2,3,05,000056400,4,1,5,00
01,00,04,02,07,,,05,,,,,
55,01,04,02,06,2,2,04,,,1,6,00
12,02,03,04,05,3,0,08,000000000,2,1,1,01
49,03,06,02,10,1,3,05,000044400,2,1,5,00
12,01,03,02,06,1,1,03,,,1,7,00
28,05,03,05,05,3,1,07,000007600,2,1,5,03
23,00,01,02,03,,,01,,,,,
34,01,01,06,03,3,1,06,,,5,4,00
45,01,,,,,,,,,,,
37,03,02,02,06,2,3,04,000049200,4,1,7,00
39,02,02,02,06,3,1,03,000040440,2,1,1,01
36,00,00,06,01,,,01,,,,,
53,01,01,08,03,3,1,04,,,1,5,00
21,02,03,02,08,1,2,05,000064000,2,1,4,01
08,01,03,02,05,1,1,08,,,1,4,00
55,03,02,04,05,3,2,06,000062500,4,1,3,00
48,02,02,05,03,3,2,08,,,2,1,00
36,05,03,02,08,1,2,01,000185000,1,1,3,03
37,02,03,02,05,1,2,03,000016800,4,1,7,00
48,02,03,02,06,1,1,03,000049700,4,1,6,00
08,01,02,02,06,1,1,07,,,1,3,00
45,02,03,02,07,2,2,01,000135000,4,1,7,00
12,00,01,07,03,,,05,,,,,
45,04,03,02,06,2,5,06,000083950,4,1,6,00
55,02,02,04,05,1,2,01,000129000,4,1,4,00
39,03,02,04,04,3,1,04,000023900,2,4,3,01
18,03,03,02,08,1,2,06,000130900,2,1,4,01
26,04,02,02,10,1,6,05,000127900,4,1,6,00
29,02,03,02,06,1,2,01,000021100,4,2,7,00
55,01,01,08,03,3,1,08,,,1,4,00
45,02,03,02,06,1,3,04,000016050,4,1,7,00
55,01,03,02,05,2,1,03,,,1,5,00
20,05,02,02,05,2,1,01,000041200,2,1,5,00
21,03,02,02,05,2,3,07,000082000,2,1,4,01
18,01,00,02,01,2,1,12,,,1,1,00
37,01,02,01,04,3,2,08,,,1,5,00
42,01,,,,,,,,,,,
31,02,02,02,06,2,2,06,000032000,4,1,2,00
26,03,03,02,08,1,2,01,000053020,4,1,6,00
26,04,03,03,09,3,3,04,000088000,4,1,5,00
42,02,04,02,09,2,2,02,000099100,4,1,7,00
55,01,02,03,04,3,3,05,,,1,1,00
41,05,03,02,07,1,4,13,000036100,2,1,3,00
53,01,01,04,04,3,1,01,,,1,4,00
08,05,05,02,09,1,2,07,000096000,2,1,3,03
24,02,04,02,08,1,3,07,000128000,4,1,5,00
08,02,03,02,08,1,1,12,000043600,4,1,3,00
09,01,02,03,04,1,1,06,,,1,4,00
36,00,02,02,04,,,01,,,,,
13,01,02,08,04,3,1,08,,,1,3,00
21,00,02,02,06,,,08,,,,,
42,01,03,02,05,3,1,05,,,1,3,00
12,02,02,08,04,2,2,05,000338000,4,1,1,00
12,03,03,02,07,1,2,05,000043700,2,1,3,01
24,02,03,09,06,3,2,07,,,1,2,00
54,02,03,02,05,1,3,06,000042000,4,1,4,00
10,00,04,02,06,,,08,,,,,
42,00,03,02,05,,,02,,,,,
16,02,04,03,13,2,2,08,000056000,4,1,4,00
04,01,02,09,05,3,0,06,,,2,1,00
48,01,03,02,09,2,3,03,,,1,7,00
05,01,,,,,,,,,,,
13,01,02,03,05,1,1,09,,,1,4,00
13,01,02,02,03,2,2,02,,,1,5,00
06,02,04,02,09,1,3,06,000400000,4,1,6,00
39,01,02,03,04,2,1,07,,,1,3,00
42,02,03,02,08,2,2,05,000133600,4,1,7,00
39,02,03,02,06,2,3,02,,,1,5,00
40,04,03,02,07,1,3,02,000136000,2,1,5,01
48,00,02,08,04,,,08,,,,,
39,02,02,02,07,2,2,09,000032400,4,1,4,00
39,01,03,01,07,2,1,08,,,1,3,00
18,01,03,02,07,2,2,04,,,1,7,00
20,02,02,02,05,2,3,01,000006500,4,1,7,00
17,01,02,01,05,2,1,05,,,1,1,00
06,01,03,09,05,2,1,04,,,1,3,00
06,01,01,07,03,3,1,06,,,1,2,00
33,00,03,01,04,,,05,,,,,
37,01,02,02,04,2,1,01,,,1,5,00
36,04,03,01,07,4,0,02,000042280,3,1,3,02
27,03,01,02,03,2,2,03,000041600,2,1,3,00
39,02,04,02,09,1,2,07,000101000,2,1,5,01
06,03,02,02,05,3,2,01,000056900,1,1,4,00
48,03,03,02,04,3,2,06,000056500,2,4,3,01
36,02,02,09,03,3,0,04,000033200,4,1,7,00
48,05,04,02,08,1,2,11,000087000,3,1,1,02
51,00,03,02,08,,,03,,,,,
26,01,03,01,04,3,1,07,,,1,3,00
18,04,03,02,06,2,2,03,000040000,2,1,5,02
48,02,03,02,10,2,4,08,,,1,4,00
31,02,04,02,09,1,3,02,000143000,4,1,3,00
24,04,04,02,05,1,3,05,000148000,3,4,3,02
42,02,03,02,07,2,2,01,000063600,4,1,7,00
16,04,02,01,07,1,2,07,000052000,3,1,1,02
37,00,04,02,07,,,08,,,,,
51,02,05,02,10,1,3,05,000128000,4,4,7,00
48,01,04,02,06,2,1,03,,,1,6,00
26,01,03,02,06,1,1,05,,,1,6,00
37,01,,,,,,,,,,,
48,02,04,02,07,2,1,05,000137100,4,1,7,00
08,01,04,02,09,2,1,07,,,1,4,00
39,01,02,02,04,1,2,08,,,1,4,00
06,02,02,02,05,3,3,05,000069300,4,1,2,00
28,01,,,,,,,,,,,
48,02,04,02,08,1,2,05,000036000,4,1,7,00
45,00,04,02,07,,,05,,,,,
21,01,02,02,07,2,1,05,,,1,3,00
47,04,04,02,08,1,2,05,000109300,2,1,3,01
24,01,,,,,,,,,,,
45,01,03,02,05,1,1,05,,,1,4,00
48,05,02,05,05,3,1,07,000016800,3,1,1,03
06,05,03,02,06,1,5,03,000198000,2,4,5,01
37,04,04,02,08,1,4,07,000248000,4,1,6,00
05,00,02,02,05,,,05,,,,,
20,01,03,02,09,2,1,03,,,1,7,00
25,02,01,02,04,1,2,04,,,1,5,00
27,06,04,02,09,1,5,06,000230000,1,1,5,00
37,02,00,02,01,4,3,04,000130000,4,1,4,00
36,00,04,02,06,,,02,,,,,
34,04,04,02,09,1,2,07,000241200,2,1,3,00
17,05,03,02,05,1,3,07,000150240,1,1,3,00
42,08,04,02,09,1,3,05,000065200,3,1,4,06
13,02,04,02,07,1,2,08,000139200,4,1,4,00
48,00,02,05,04,,,02,,,,,
42,01,01,09,02,3,0,10,,,1,1,00
26,01,03,02,09,2,1,07,,,1,5,00
41,01,03,01,07,1,2,08,,,1,5,00
48,04,03,01,06,2,1,07,000084800,4,2,5,00
39,01,02,03,04,3,0,08,,,1,4,00
08,05,03,02,07,1,3,07,000073020,2,1,5,03
40,04,03,02,06,1,2,04,000082400,1,1,6,02
06,01,03,03,05,3,1,12,,,1,1,00
36,00,02,04,04,,,01,,,,,
34,02,03,03,06,1,2,01,000118000,1,1,1,01
35,01,02,03,03,1,2,11,,,1,3,00
40,05,03,02,10,2,3,01,000077800,3,1,4,02
13,01,,,,,,,,,,,
18,02,02,07,03,3,2,08,000032000,4,1,1,00
01,02,03,02,09,2,3,08,000043000,4,1,4,00
26,01,03,02,07,1,2,05,,,1,3,00
36,03,04,02,06,1,4,05,000115000,4,2,5,00
17,03,04,02,07,1,3,05,000187700,4,1,5,00
25,00,03,02,05,,,04,,,,,
39,01,04,04,10,2,1,04,,,1,7,00
55,02,03,02,07,2,2,05,000037400,4,1,7,00
36,01,03,03,06,1,1,01,,,1,7,00
45,01,03,02,08,1,1,04,,,1,5,00
45,01,02,07,04,3,1,05,,,1,3,00
06,08,04,02,07,3,4,01,000052400,3,2,4,02
37,02,03,02,07,2,1,07,000000500,2,1,3,01
39,08,04,02,06,1,0,08,000015800,3,3,5,06
18,01,04,02,07,1,1,01,,,1,3,00
29,02,03,02,06,3,1,04,000041200,2,1,2,01
13,05,03,02,07,1,5,08,000065000,4,1,4,00
48,01,01,09,03,3,1,04,,,1,1,00
44,04,05,02,11,1,2,01,000060900,4,1,3,00
27,01,02,02,05,1,2,06,,,1,5,00
25,01,,,,,,,,,,,
47,02,02,02,05,2,1,04,000018000,4,1,4,00
24,04,03,02,07,1,2,02,000069000,4,1,7,00
