ST,NP,BDSP,BLD,RMSP,TEN,VEH,YBL,FINCP,FPARC,HHL,MV,NOC
26,02,03,02,05,1,2,05,000040000,4,1,6,00
39,02,04,02,09,1,2,05,000093720,4,1,7,00
49,03,03,02,06,2,3,05,000099600,4,1,7,00
34,02,01,09,03,3,0,03,000029500,4,2,4,00
12,04,03,02,06,2,2,03,000007000,2,1,3,02
26,01,01,09,03,3,0,08,,,1,4,00
13,01,,,,,,,,,,,
28,01,02,05,04,3,1,10,,,1,1,00
08,04,05,02,09,1,2,08,000040000,4,1,5,00
39,01,03,02,06,2,1,03,,,1,7,00
55,01,01,04,04,3,0,03,,,1,5,00
45,02,03,02,06,2,2,06,,,1,6,00
36,01,,,,,,,,,,,
04,00,01,01,03,,,07,,,,,
35,01,01,06,03,3,1,05,,,1,3,00
06,04,03,02,04,1,2,04,000100000,2,1,3,02
12,02,04,02,08,1,2,04,000210500,2,1,5,01
35,00,03,02,05,,,06,,,,,
53,03,05,02,09,1,1,11,000200000,3,1,4,02
06,03,03,02,06,2,2,04,000056000,2,2,6,00
47,03,03,02,05,1,3,01,000058460,4,1,6,00
36,03,05,03,12,2,0,01,000915000,4,1,5,00
42,03,04,03,06,3,2,07,000020800,1,1,1,01
22,06,04,02,06,1,4,03,000186700,2,1,7,00
21,01,,,,,,,,,,,
42,01,,,,,,,,,,,
06,03,03,02,07,1,1,01,000076000,4,1,6,00
37,02,03,02,06,1,1,07,000158900,4,1,5,00
12,01,02,07,05,1,1,06,,,1,5,00
18,05,04,02,08,1,2,07,000120700,2,1,5,01
36,02,03,05,05,1,3,01,000065000,4,3,5,00
53,02,02,03,03,3,2,07,000063340,2,1,1,01
53,05,03,07,06,3,1,06,000010000,3,2,1,02
28,01,,,,,,,,,,,
48,02,03,01,05,3,1,07,000011500,4,1,1,00
48,03,02,02,04,3,1,04,000020000,1,1,3,01
01,02,04,02,09,2,2,05,000012600,4,1,6,00
12,00,02,09,04,,,04,,,,,
48,00,03,02,05,,,03,,,,,
26,03,02,02,05,1,3,02,000055000,2,1,4,01
55,01,,,,,,,,,,,
42,01,,,,,,,,,,,
06,02,02,02,05,1,2,02,000257000,4,1,3,00
08,00,04,02,06,,,07,,,,,
17,04,02,02,07,1,3,01,000116000,3,1,4,02
48,02,03,01,05,2,2,06,000039000,4,1,6,00
22,02,03,02,04,4,1,03,000006800,2,1,7,00
34,01,00,07,01,3,2,08,,,2,4,00
38,03,02,02,06,1,4,02,000058000,1,1,3,01
42,00,02,02,04,,,03,,,,,
45,02,04,02,15,1,2,06,000270000,4,1,6,00
25,02,02,05,05,3,2,01,000047800,4,1,3,00
06,02,03,02,07,2,3,05,000037480,4,2,7,00
17,03,02,07,04,3,2,05,000066000,2,2,3,00
22,02,03,02,06,1,3,09,000103000,4,1,4,00
47,01,02,04,05,1,1,05,,,1,6,00
51,01,,,,,,,,,,,
48,00,02,02,05,,,01,,,,,
06,00,02,06,05,,,05,,,,,
53,02,04,02,10,2,3,07,000056000,4,1,5,00
17,00,01,07,04,,,01,,,,,
17,02,03,01,05,1,2,08,000062000,4,1,5,00
47,02,03,02,05,4,2,05,000047600,4,1,4,00
39,03,04,02,10,1,3,01,000057900,4,1,6,00
40,01,,,,,,,,,,,
22,01,02,02,07,2,1,04,,,1,1,00
17,01,01,02,03,3,0,06,,,1,2,00
17,02,03,02,10,1,2,03,,,1,4,00
32,02,02,02,05,1,2,06,000128800,4,1,3,00
23,02,03,02,07,2,2,08,000025000,4,1,5,00
02,03,02,02,04,1,1,03,000109600,4,1,5,00
48,02,03,02,06,2,2,08,000066000,4,1,5,00
35,02,03,02,06,1,2,04,000065400,4,1,6,00
24,01,03,02,07,2,1,05,,,1,7,00
04,01,03,02,05,2,1,05,,,1,7,00
34,02,02,08,03,3,2,12,000188000,4,1,2,00
29,04,03,02,06,3,1,04,000006750,1,1,3,00
55,01,01,09,05,3,0,07,,,1,3,00
04,03,03,02,08,1,3,08,000161800,4,1,4,00
48,02,01,09,03,3,2,06,000053900,4,2,1,00
05,02,03,01,06,1,2,07,000024000,4,1,5,00
12,02,03,02,05,1,3,01,000330000,2,1,1,01
09,04,03,04,08,1,2,01,000041200,2,1,4,02
20,02,05,02,09,2,3,07,000117900,4,1,5,00
17,02,02,03,04,2,2,07,000069100,4,1,3,00
17,02,03,02,09,2,2,01,000051000,4,1,7,00
12,01,,,,,,,,,,,
12,02,04,02,07,1,2,05,000083200,4,1,7,00
01,02,03,02,07,2,4,05,000080600,4,1,7,00
51,02,05,02,09,1,2,06,000163000,4,1,1,00
27,03,04,02,09,2,4,06,000495500,4,1,6,00
06,01,01,01,03,3,1,03,,,1,4,00
36,01,05,02,09,2,1,01,,,1,7,00
12,01,02,02,04,1,3,03,,,1,4,00
09,01,03,02,06,1,1,01,,,1,4,00
39,03,03,02,07,1,2,03,000118000,4,1,7,00
45,02,02,02,05,3,0,03,000000000,4,1,5,00
13,01,,,,,,,,,,,
13,02,03,02,06,2,3,06,000056400,4,1,6,00
17,02,02,02,05,1,1,05,000028200,4,2,5,00
06,01,,,,,,,,,,,
24,03,04,02,08,2,4,05,000067200,4,1,6,00
35,00,03,01,06,,,03,,,,,
22,04,03,02,05,4,0,01,000022800,3,1,5,01
17,02,04,02,11,1,2,06,000078200,4,1,5,00
48,04,02,01,03,2,1,05,000009000,3,2,1,02
51,03,04,02,08,1,3,07,000228800,4,4,5,00
24,03,05,02,14,1,1,12,000130000,3,1,3,02
36,03,03,03,05,1,3,03,000170000,1,4,3,01
37,01,03,02,08,2,3,02,,,1,7,00
25,02,03,02,09,2,2,01,000175000,4,3,6,00
25,01,02,02,05,2,2,02,,,1,7,00
36,01,,,,,,,,,,,
05,01,03,02,06,2,1,01,,,1,7,00
06,02,03,02,05,1,4,06,000062400,4,1,6,00
42,04,05,02,11,1,3,10,000200400,2,1,4,02
04,02,03,02,08,2,1,04,000040500,4,2,7,00
38,02,02,02,06,1,5,05,000084010,4,1,7,00
26,00,02,07,04,,,03,,,,,
05,00,02,02,05,,,02,,,,,
48,02,03,02,07,2,4,05,000041400,4,1,6,00
48,04,04,02,07,1,2,07,000035000,2,3,5,02
25,03,02,04,04,3,2,05,000069600,2,1,3,01
26,01,04,02,07,2,1,03,,,1,6,00
29,02,02,03,04,3,1,04,000015000,2,1,1,01
12,04,03,02,06,1,2,11,000054000,3,3,2,02
37,01,03,02,07,1,1,01,,,1,3,00
27,02,04,02,10,1,3,01,000073800,4,1,7,00
54,01,,,,,,,,,,,
24,02,03,03,06,1,2,03,000121200,4,1,4,00
06,02,02,03,04,2,4,02,000035000,4,1,5,00
10,05,03,03,05,3,1,01,000085600,2,2,1,00
40,01,,,,,,,,,,,
42,03,04,02,08,1,2,07,000098000,2,1,3,01
12,03,06,02,10,1,1,03,000000000,1,2,3,01
51,01,01,05,02,3,1,06,,,1,3,00
39,03,03,02,06,3,1,01,000016600,4,1,6,00
36,01,01,04,03,2,0,08,,,2,4,00
37,02,03,02,06,2,3,06,000043500,4,1,6,00
18,00,02,02,04,,,01,,,,,
12,01,03,02,04,1,1,04,,,1,7,00
09,02,04,02,10,2,2,04,000100000,4,1,7,00
49,00,03,02,05,,,08,,,,,
01,01,,,,,,,,,,,
17,01,02,09,03,3,1,08,,,1,3,00
29,02,05,02,10,2,2,07,000170000,4,1,5,00
21,02,03,02,06,4,2,01,000029800,4,1,1,00
53,03,03,02,08,3,3,01,,,1,1,00
42,03,03,02,06,1,3,02,000052500,4,1,5,00
06,04,03,02,06,2,2,08,000105200,3,1,4,02
21,01,03,02,06,4,1,01,,,1,5,00
35,02,02,02,06,2,3,03,,,1,7,00
48,01,01,07,03,3,1,11,,,1,1,00
06,04,04,02,07,1,2,01,000149400,2,1,5,02
55,02,03,01,05,2,2,07,000044300,4,1,5,00
26,01,,,,,,,,,,,
13,03,04,02,06,2,1,08,000044300,2,1,4,01
27,04,02,02,04,3,2,01,000027400,2,1,5,01
36,06,04,02,05,1,2,06,000182300,4,2,6,00
41,01,,,,,,,,,,,
36,02,03,02,06,2,3,05,000097000,4,1,7,00
39,05,02,03,04,1,2,05,000072000,3,3,5,03
04,03,04,02,08,1,2,10,000098000,2,1,4,01
32,00,01,06,03,,,08,,,,,
13,00,03,02,05,,,03,,,,,
16,02,03,02,07,2,3,06,000105000,4,1,5,00
48,05,04,02,07,1,5,06,000108000,2,2,6,00
35,01,01,08,03,3,1,05,,,2,5,00
47,02,03,02,06,2,1,09,000028200,4,1,4,00
25,04,04,02,10,1,2,07,000246000,2,4,5,02
06,04,03,02,06,3,2,06,000090000,1,2,1,02
55,00,02,02,03,,,02,,,,,
08,02,02,05,06,3,1,01,,,1,1,00
48,02,03,03,05,3,3,06,000070580,4,1,3,00
44,01,02,05,04,1,2,06,,,4,4,00
49,05,05,02,08,1,3,05,,,1,3,00
13,01,,,,,,,,,,,
04,07,02,02,03,2,1,03,000034300,2,5,4,00
19,01,03,02,08,2,1,06,,,1,7,00
39,06,03,03,05,1,2,05,000023700,3,5,4,04
08,01,02,03,05,1,1,06,,,2,4,00
13,01,00,09,01,3,0,05,,,1,3,00
50,06,03,02,06,1,4,05,000073000,2,1,5,04
36,02,02,04,04,1,2,01,000056600,4,1,5,00
21,01,01,07,03,3,1,07,,,1,3,00
25,03,03,02,07,3,4,04,000160700,4,1,1,00
36,01,02,03,04,1,0,08,,,1,2,00
18,02,02,06,05,3,1,05,000038500,4,1,2,00
51,02,03,02,06,3,2,04,,,1,2,00
06,02,04,02,06,1,2,04,000177600,4,1,7,00
56,02,04,02,08,2,3,03,000043800,4,1,7,00
51,02,03,02,11,2,2,05,000056000,4,1,7,00
35,04,02,02,05,3,2,01,000024000,3,1,4,02
06,02,03,02,06,1,2,06,000079400,4,1,6,00
47,03,04,02,12,1,3,12,000122000,1,1,3,01
55,02,02,01,07,1,2,04,,,1,6,00
36,00,02,08,05,,,01,,,,,
54,01,02,01,04,3,1,08,,,1,5,00
01,02,03,02,07,2,4,04,000016900,4,1,7,00
17,01,,,,,,,,,,,
04,00,02,02,03,,,05,,,,,
47,02,03,01,06,1,2,08,000027600,4,1,4,00
06,01,,,,,,,,,,,
23,01,02,02,05,2,1,03,,,1,6,00
13,04,03,02,08,1,2,05,000060600,4,1,5,00
36,03,03,02,07,1,2,06,000246300,2,2,3,01
05,04,03,02,09,2,1,04,000034900,4,1,7,00
49,04,04,02,07,1,3,07,000017300,4,1,5,00
05,02,03,01,06,2,3,06,000039800,4,1,6,00
39,02,02,07,05,1,1,05,000070000,4,1,4,00
08,04,03,02,08,1,2,07,000073210,2,1,5,02
06,00,02,06,04,,,04,,,,,
12,01,03,02,06,2,1,06,,,1,6,00
12,00,03,02,07,,,08,,,,,
48,02,05,02,08,2,1,07,000265500,4,1,4,00
25,04,03,02,08,2,4,06,000044100,4,1,6,00
12,03,03,02,06,1,3,07,000064400,4,1,4,00
22,00,01,09,05,,,08,,,,,
45,01,,,,,,,,,,,
41,01,,,,,,,,,,,
24,01,,,,,,,,,,,
06,01,01,05,03,3,1,07,,,1,2,00
34,00,00,05,01,,,03,,,,,
41,03,04,02,05,3,5,05,000049100,4,1,1,00
39,04,03,02,05,3,2,01,000033600,1,1,4,02
04,03,02,05,04,3,1,05,000031000,1,1,1,01
25,01,,,,,,,,,,,
26,02,04,02,07,1,1,10,000021001,4,1,3,00
36,04,04,02,07,1,2,04,000078200,2,1,5,02
18,02,02,02,06,1,2,02,000031500,4,1,5,00
42,02,03,03,07,1,2,12,000065050,4,1,2,00
44,01,,,,,,,,,,,
18,02,04,02,08,3,1,06,000039400,2,1,4,00
05,01,03,02,06,1,1,07,,,1,5,00
26,03,02,05,04,3,1,05,000028150,2,1,1,01
53,02,02,01,04,3,2,04,,,1,5,00
42,03,05,02,09,1,1,02,000055700,2,1,4,02
06,05,04,02,08,2,2,06,000024000,2,1,6,01
42,02,01,07,03,3,2,09,000062000,4,1,1,00
29,01,04,02,08,2,1,01,,,1,6,00
13,03,03,02,05,3,3,06,,,1,3,00
08,02,03,03,06,1,2,07,000108000,4,1,3,00
48,02,04,02,06,1,2,13,000069000,4,2,2,00
17,02,03,02,06,1,1,04,000014000,2,1,5,01
06,03,03,02,07,1,1,08,,,2,3,00
36,01,01,06,04,3,0,06,,,1,5,00
28,02,05,02,15,2,2,01,000076400,4,1,6,00
12,02,03,02,08,1,1,05,000020700,4,2,7,00
37,01,,,,,,,,,,,
06,01,,,,,,,,,,,
48,05,03,02,06,4,1,06,000026000,3,2,1,03
17,01,03,02,06,2,1,03,,,1,7,00
25,04,04,05,09,1,3,01,000056200,2,1,7,00
17,01,02,06,03,1,1,11,,,1,3,00
46,02,04,02,08,1,2,08,000107200,2,1,1,01
06,00,02,06,06,,,11,,,,,
06,08,03,03,05,1,6,03,000078700,1,1,5,00
12,02,03,02,05,2,2,08,000048800,4,1,5,00
12,01,01,08,03,3,1,07,,,1,4,00
06,01,,,,,,,,,,,
20,05,03,02,04,3,2,01,000056100,2,1,2,03
27,02,02,02,12,2,2,08,000040100,4,1,4,00
39,02,02,06,06,3,2,06,,,1,1,00
34,03,04,02,09,1,3,02,000229000,4,1,6,00
21,03,05,02,12,1,6,01,000070700,2,1,6,01
48,02,02,05,06,3,2,06,,,1,1,00
29,04,03,02,08,3,4,05,000035000,1,1,2,01
12,02,02,09,04,1,1,04,000031000,4,1,3,00
17,05,03,02,07,1,2,05,000046000,3,3,4,03
39,02,03,02,08,2,2,01,000072000,4,1,7,00
12,03,02,01,06,2,2,05,000033450,4,2,5,00
36,00,04,02,06,,,02,,,,,
08,00,02,02,06,,,01,,,,,
42,00,02,01,04,,,11,,,,,
36,01,03,02,05,1,1,02,,,1,5,00
13,01,02,05,04,3,1,06,,,1,6,00
01,01,03,02,07,2,1,03,,,1,7,00
24,05,03,02,05,1,1,03,000098000,2,1,5,01
22,02,04,02,08,2,2,04,000088000,4,2,7,00
34,09,05,02,08,1,2,05,000079000,3,1,4,03
32,01,03,02,05,2,1,06,,,1,5,00
18,02,02,02,05,1,2,04,000028000,4,1,6,00
45,03,03,02,08,1,1,03,000063500,3,1,5,02
12,01,01,01,03,1,1,05,,,1,3,00
36,06,02,08,04,3,0,01,000032000,2,4,4,02
48,01,,,,,,,,,,,
53,02,02,06,04,3,1,07,000085000,2,1,3,01
12,02,03,02,08,2,3,04,000117500,4,1,5,00
13,03,03,07,05,4,2,07,000107800,1,1,4,01
47,02,02,02,05,3,2,01,000024300,4,1,5,00
36,01,03,02,07,2,0,01,,,1,7,00
05,03,04,03,06,2,3,07,000077000,4,1,5,00
48,02,02,02,04,2,1,03,000023000,4,1,5,00
36,02,02,05,05,3,2,01,,,1,2,00
39,01,03,02,07,3,0,01,,,1,7,00
55,00,05,02,07,,,01,,,,,
46,01,01,06,02,3,1,08,,,1,4,00
25,01,,,,,,,,,,,
05,03,04,02,05,1,2,08,000034000,2,1,3,01
47,01,,,,,,,,,,,
36,02,04,02,07,1,2,06,000220000,4,1,4,00
36,01,,,,,,,,,,,
48,03,03,02,05,1,1,02,000042700,4,1,7,00
35,08,03,02,06,2,4,07,000064000,4,5,6,00
06,02,02,04,09,3,3,01,,,1,1,00
12,03,02,02,04,1,2,01,000080000,2,3,4,01
22,01,03,02,05,2,0,04,,,1,7,00
34,01,07,02,18,4,1,01,,,1,4,00
06,01,01,07,02,3,1,05,,,1,3,00
39,02,02,06,05,3,2,05,,,1,1,00
22,02,03,02,05,1,2,07,000095000,4,1,4,00
27,01,03,02,09,1,1,05,,,1,3,00
48,02,04,02,09,1,2,09,000322000,4,1,4,00
42,01,01,02,03,3,1,01,,,1,5,00
26,01,04,02,08,2,1,04,,,1,7,00
34,02,03,02,06,1,2,03,000032500,4,1,7,00
25,00,04,02,08,,,01,,,,,
51,00,05,02,08,,,06,,,,,
53,00,02,02,05,,,01,,,,,
36,02,05,01,08,2,0,04,000101000,4,1,5,00
48,02,03,02,05,2,2,05,000083760,4,1,7,00
09,02,03,02,08,2,3,01,000119300,4,1,7,00
18,02,03,02,05,1,2,02,000014500,4,1,5,00
34,01,03,03,06,1,2,06,,,1,5,00
55,02,02,02,07,1,1,01,000075000,4,1,6,00
36,01,03,02,07,2,1,05,,,1,7,00
17,03,02,02,05,1,4,01,000049600,2,1,5,01
18,00,02,01,04,,,05,,,,,
04,00,03,02,05,,,07,,,,,
12,01,01,09,03,1,0,05,,,1,4,00
12,00,01,01,02,,,05,,,,,
06,04,04,02,07,1,2,06,000105000,2,2,3,02
53,02,03,01,05,1,2,07,000102660,4,1,4,00
22,02,03,02,08,1,2,03,000066400,4,1,5,00
34,03,03,02,06,1,3,03,000029000,2,3,5,01
37,03,04,04,06,3,1,06,000023800,2,1,5,01
09,01,,,,,,,,,,,
27,02,03,02,08,1,2,03,000058000,4,1,7,00
13,01,03,02,05,3,1,05,,,1,6,00
48,02,04,01,07,2,1,08,000151200,4,1,4,00
36,04,03,02,09,2,2,01,000045104,2,1,7,00
36,02,05,02,12,2,3,04,000445000,4,1,7,00
06,02,02,03,04,3,1,02,000041200,4,1,4,00
25,01,01,06,02,3,0,04,,,3,5,00
06,01,01,02,03,3,1,02,,,1,4,00
45,03,03,02,06,1,2,08,000073000,1,1,3,01
24,02,02,06,04,3,2,04,,,1,1,00
12,04,03,02,10,2,2,01,000094000,2,1,5,02
18,02,04,08,08,1,2,06,000351000,4,1,6,00
06,03,03,02,05,1,2,04,000130900,2,3,5,01
47,02,04,02,09,1,2,07,000182050,4,1,6,00
13,01,,,,,,,,,,,
28,02,02,02,05,3,2,05,000050100,4,1,2,00
49,02,01,10,02,3,3,06,,,1,2,00
42,00,04,02,08,,,01,,,,,
22,01,00,09,01,3,1,05,,,1,2,00
53,03,04,02,11,1,4,11,,,1,3,00
17,01,02,02,10,1,2,03,,,1,7,00
39,05,03,02,06,1,2,04,000070010,3,1,5,03
06,02,00,04,01,3,1,05,000020500,4,2,4,00
29,02,03,02,05,1,2,07,,,1,5,00
42,00,02,06,04,,,02,,,,,
17,07,09,02,19,1,4,07,000185350,3,5,4,00
42,01,03,01,06,2,1,08,,,1,4,00
49,03,05,02,12,1,3,05,000143600,4,1,6,00
35,03,03,02,05,3,2,02,000025000,2,2,4,01
29,03,02,05,04,3,0,02,000007300,2,1,4,01
22,01,03,02,05,1,1,06,,,1,2,00
48,02,03,07,05,3,1,07,000009000,2,1,5,01
51,02,04,02,08,2,2,08,000048200,4,1,4,00
39,02,03,02,06,3,1,03,000020400,4,1,3,00
25,01,02,02,07,3,1,01,,,1,5,00
34,01,02,01,04,2,1,06,,,3,6,00
04,01,03,02,07,2,1,07,,,1,3,00
01,04,03,02,06,1,3,07,000079010,2,1,5,02
48,03,02,02,05,1,3,11,000262000,4,4,3,00
12,02,03,05,06,1,2,07,000085000,4,3,4,00
18,05,03,02,07,1,2,07,000114000,2,1,5,03
09,03,02,02,05,3,1,01,000038000,2,1,4,02
25,01,04,02,08,2,1,05,,,1,7,00
40,01,02,02,04,2,1,04,,,1,5,00
55,04,02,03,04,3,2,04,000033000,3,2,3,02
01,01,02,02,03,1,1,06,,,1,6,00
42,01,,,,,,,,,,,
04,02,01,09,04,3,1,08,,,2,1,00
53,02,02,02,07,2,2,05,000171500,4,2,7,00
36,05,04,02,08,1,2,11,000080000,2,1,3,03
48,02,02,02,06,2,2,03,000025800,4,2,6,00
26,04,04,02,08,1,6,05,000329800,4,1,5,00
40,00,03,02,05,,,06,,,,,
51,00,02,07,07,,,03,,,,,
12,02,03,02,06,1,4,07,000340900,4,1,5,00
19,02,04,03,10,2,2,07,000019820,4,1,5,00
24,03,03,02,06,2,2,03,000058000,4,4,2,00
04,01,01,08,04,3,0,06,,,1,1,00
37,04,03,02,09,1,2,04,000100000,2,1,6,02
48,02,03,02,05,1,2,07,000036890,4,1,5,00
53,02,03,01,04,2,1,07,,,1,4,00
13,01,03,02,07,2,2,02,,,1,5,00
44,01,02,04,05,3,1,01,,,1,2,00
48,01,01,08,02,3,1,07,,,1,3,00
06,03,01,07,02,3,0,13,000003500,2,2,1,01
04,03,03,02,05,2,2,07,000076000,4,1,3,00
21,03,04,02,08,2,3,05,000117000,4,1,6,00
29,01,01,02,03,2,2,03,,,1,4,00
25,03,02,02,05,1,2,06,000172100,2,1,6,01
39,04,04,02,07,3,3,01,000014400,2,1,4,02
27,04,02,03,05,3,1,06,000009000,2,4,3,03
42,02,02,02,06,2,2,03,,,1,5,00
15,01,02,09,07,2,2,04,,,1,6,00
17,03,04,02,08,1,3,07,000125300,2,1,5,01
36,00,03,04,06,,,01,,,,,
12,03,01,01,02,2,2,04,000033800,4,2,4,00
13,01,01,06,02,3,1,07,,,1,2,00
06,03,00,09,01,3,3,06,,,1,2,00
39,01,03,02,11,1,4,06,,,1,5,00
18,02,03,02,06,2,3,01,000157800,4,1,7,00
42,01,01,08,02,3,0,01,,,1,6,00
29,02,02,03,05,1,2,05,,,1,6,00
45,05,04,02,08,2,3,05,000110100,2,1,7,00
24,01,03,01,07,1,1,07,,,1,1,00
22,01,04,04,08,1,0,02,,,1,7,00
32,02,02,08,04,3,0,08,000051400,4,3,3,00
06,02,03,02,10,1,2,07,000146000,4,1,5,00
06,01,03,02,06,2,0,01,,,3,7,00
48,00,03,02,06,,,03,,,,,
08,02,02,01,04,3,1,07,,,5,1,00
39,01,02,02,04,1,1,03,,,1,7,00
36,01,,,,,,,,,,,
26,01,04,02,08,1,1,03,,,1,5,00
48,02,03,02,07,3,2,06,000050000,4,1,1,00
55,02,04,02,05,2,1,01,000032940,4,1,7,00
06,04,01,03,03,3,1,06,000006250,2,2,3,02
29,01,,,,,,,,,,,
06,04,03,02,06,1,6,03,000134200,2,1,5,01
37,04,03,01,06,2,3,06,000046300,1,1,6,00
41,01,02,03,04,1,1,10,,,1,3,00
39,04,03,02,06,4,3,01,000044900,1,1,6,02
13,02,03,02,05,3,2,06,000118000,4,3,2,00
27,02,04,02,08,1,2,13,000198900,4,1,2,00
05,02,02,07,04,3,2,07,000082100,4,1,3,00
26,03,02,02,06,1,3,01,,,1,3,00
23,00,00,02,01,,,01,,,,,
23,03,04,02,07,2,2,05,000035500,4,1,7,00
47,01,01,05,02,3,1,03,,,1,1,00
39,04,03,09,05,3,1,03,000000600,3,1,1,03
48,03,03,02,07,1,3,07,000091000,1,1,5,01
39,02,02,04,06,3,1,03,,,1,1,00
17,01,03,02,05,2,1,03,,,1,6,00
27,02,03,02,10,1,2,04,000043000,4,1,7,00
34,05,03,02,07,2,4,04,000095000,2,2,6,01
36,02,03,02,07,2,1,01,000029100,4,1,7,00
06,01,,,,,,,,,,,
22,01,,,,,,,,,,,
06,02,05,02,09,1,2,04,000051780,4,1,7,00
20,04,03,02,05,3,2,01,000000000,1,2,1,02
12,03,03,02,06,3,3,04,,,1,1,00
12,01,02,05,05,3,1,05,,,2,4,00
29,01,02,02,03,2,1,02,,,1,4,00
29,02,03,02,05,4,1,03,000033200,4,1,7,00
21,02,04,02,10,1,2,06,000196000,4,1,3,00
36,01,02,04,05,3,0,01,,,2,6,00
18,01,03,02,07,2,1,03,,,1,7,00
51,00,03,02,04,,,05,,,,,
09,01,02,02,05,1,1,03,,,1,6,00
17,05,03,02,07,2,4,05,000058000,2,1,5,02
36,05,05,02,08,1,2,02,000137100,2,1,5,03
37,02,04,02,09,1,2,02,000029550,4,1,7,00
55,02,03,02,05,1,2,01,000185000,4,1,6,00
13,02,03,02,06,1,4,04,000095000,4,1,5,00
37,02,03,02,05,1,2,03,000004800,4,1,7,00
17,01,03,02,05,2,1,03,,,1,3,00
04,01,03,02,05,1,1,11,,,1,2,00
49,02,02,02,05,3,1,01,,,1,1,00
06,02,04,02,08,2,2,04,000085200,4,1,7,00
12,02,03,02,08,1,2,05,000085100,2,1,5,01
41,02,03,01,04,2,2,06,,,1,4,00
09,02,01,06,04,3,2,08,000168000,4,1,3,00
19,01,02,08,04,3,1,05,,,1,1,00
36,02,02,02,04,1,0,01,000031000,4,1,7,00
37,03,03,02,05,2,2,05,000032500,4,1,1,00
29,01,01,08,04,3,1,05,,,1,1,00
48,00,02,02,04,,,04,,,,,
48,02,06,02,09,2,2,04,000240700,4,1,6,00
48,04,05,02,07,1,3,07,000087200,2,3,5,02
25,02,02,02,06,1,2,03,000180000,4,1,7,00
34,03,02,02,05,2,1,01,000044100,4,1,7,00
17,01,03,02,10,2,2,05,,,1,6,00
29,04,04,02,08,1,3,08,000144270,1,1,4,02
17,02,02,08,07,1,0,01,000023200,4,3,4,00
42,01,04,02,09,2,1,02,,,1,7,00
06,01,01,06,03,3,0,06,,,1,3,00
47,03,03,02,06,1,2,04,000043300,2,1,4,01
27,00,02,02,04,,,09,,,,,
21,02,03,02,05,1,2,03,000035500,4,1,6,00
25,01,01,05,04,1,1,08,,,1,3,00
22,01,00,06,01,3,1,04,,,1,1,00
06,02,03,03,05,3,1,07,000000000,4,2,4,00
21,01,03,02,06,2,2,05,,,1,7,00
36,04,04,02,08,1,2,01,000277800,2,4,5,02
48,02,02,09,03,3,2,08,,,1,1,00
06,03,03,02,05,1,2,07,000035800,2,2,6,00
39,02,03,02,06,1,1,04,000012600,2,1,3,01
45,02,03,02,07,1,2,03,000031300,4,1,7,00
08,02,03,02,06,1,3,07,000065000,4,1,1,00
26,03,05,02,10,1,3,05,000065000,4,1,5,00
13,02,04,02,11,1,3,04,,,1,3,00
29,03,03,02,10,2,2,04,000296000,2,1,5,01
47,00,02,02,04,,,08,,,,,
36,01,00,03,01,3,1,03,,,1,4,00
13,04,03,02,06,1,3,08,000092000,1,1,4,02
04,01,02,01,05,2,1,05,,,1,4,00
06,04,04,02,07,1,2,06,000120000,2,1,5,02
06,01,01,09,03,3,1,07,,,1,1,00
40,03,03,02,05,1,2,03,000031700,4,1,5,00
47,01,02,02,04,2,2,13,,,1,3,00
06,02,01,09,03,3,1,05,000042000,4,1,3,00
37,02,03,02,07,1,3,06,000086900,4,1,6,00
06,05,00,08,01,3,0,03,000008600,3,2,3,04
17,02,02,02,05,1,1,01,000026800,4,1,6,00
45,01,03,02,08,1,1,06,,,1,6,00
28,02,02,02,05,2,1,03,000032600,4,1,7,00
06,04,03,02,06,1,4,03,000081700,2,4,3,01
06,02,04,02,07,1,2,05,000137220,4,1,6,00
18,01,05,02,07,2,0,01,,,1,7,00
42,01,03,02,07,2,1,02,,,1,4,00
18,02,02,02,04,1,2,06,000061200,4,1,5,00
13,02,03,01,06,3,2,05,000070100,4,2,4,00
06,02,03,02,06,1,1,03,000056000,4,1,6,00
36,05,04,03,08,3,2,01,000013600,2,1,1,02
04,01,02,02,05,1,2,06,,,1,4,00
29,02,03,02,07,1,2,01,000062000,4,1,5,00
37,03,04,02,07,1,2,10,000072010,2,1,3,02
15,04,03,02,07,1,4,07,000173900,2,1,6,01
08,02,09,02,10,1,3,03,000101000,4,1,2,00
12,00,02,02,04,,,06,,,,,
23,02,04,02,08,1,5,02,000122400,4,1,6,00
06,04,03,03,05,3,1,16,000056000,3,1,1,01
25,01,,,,,,,,,,,
42,01,,,,,,,,,,,
37,02,03,07,05,3,2,04,000015000,4,1,3,00
01,00,03,02,05,,,04,,,,,
26,02,03,02,04,2,2,07,000040000,4,1,3,00
48,01,03,02,05,2,1,05,,,1,7,00
42,04,03,02,08,1,2,01,000109000,2,1,5,02
31,01,,,,,,,,,,,
34,00,03,02,07,,,01,,,,,
04,01,04,02,10,2,2,07,,,1,4,00
18,03,04,02,07,1,3,01,000169100,4,1,7,00
27,00,02,07,04,,,05,,,,,
36,02,03,02,07,1,2,01,000035000,4,1,2,00
09,02,04,02,08,2,1,04,000092400,4,1,7,00
25,03,03,03,08,2,2,06,000085000,2,1,5,01
48,04,03,02,06,2,2,05,000024000,1,2,6,00
08,02,04,02,08,1,2,08,000057800,4,1,1,00
